event_year,area_office
2000,950625
2000,950625
2000,950631
2000,950632
2000,950633
2000,521400
2000,111400
2000,552651
2000,552651
2000,1054115
2000,454510
2000,523300
2000,418300
2000,950613
2000,950622
2000,950623
2000,950631
2000,950631
2000,950633
2000,950642
2000,950642
2000,111500
2000,418400
2000,728500
2000,728900
2000,214200
2000,522300
2000,854910
2000,950614
2000,950623
2000,950625
2000,950625
2000,950651
2000,420600
2000,729700
2000,111700
2000,1054111
2000,523300
2000,950611
2000,950614
2000,950622
2000,950631
2000,950632
2000,950632
2000,950632
2000,950643
2000,522300
2000,1054196
2000,454510
2000,854910
2000,950623
2000,950625
2000,950633
2000,950642
2000,950643
2000,950635
2000,950613
2000,950623
2000,950627
2000,950632
2000,950633
2000,950642
2000,950644
2000,950645
2000,950645
2000,951510
2000,524500
2000,112600
2000,552651
2000,213900
2000,317500
2000,317900
2000,454510
2000,454712
2000,626000
2000,626000
2000,854910
2000,950411
2000,950633
2000,950635
2000,950635
2000,418200
2000,111400
2000,134000
2000,728500
2000,215000
2000,453720
2000,1054114
2000,317000
2000,454510
2000,854910
2000,1055310
2000,950611
2000,950615
2000,950622
2000,950622
2000,950641
2000,950644
2000,950645
2000,552651
2000,552651
2000,1054113
2000,336000
2000,625400
2000,316300
2000,418300
2000,418600
2000,950411
2000,950612
2000,950613
2000,950613
2000,950623
2000,950632
2000,419700
2000,524500
2000,552651
2000,453720
2000,522000
2000,1054114
2000,626300
2000,854910
2000,950622
2000,950625
2000,950625
2000,950633
2000,950641
2000,950643
2000,418400
2000,521400
2000,625700
2000,134000
2000,830100
2000,830100
2000,213100
2000,1054115
2000,1054194
2000,454732
2000,854910
2000,950611
2000,950641
2000,950645
2000,521400
2000,214200
2000,830300
2000,522000
2000,355114
2000,950613
2000,950623
2000,950625
2000,950632
2000,950632
2000,950633
2000,950635
2000,950635
2000,950644
2000,950644
2000,950644
2000,830600
2000,111500
2000,419700
2000,418200
2000,521700
2000,111400
2000,552651
2000,213900
2000,213900
2000,214200
2000,1054112
2000,454712
2000,523300
2000,950612
2000,950615
2000,950622
2000,950625
2000,950632
2000,950633
2000,950645
2000,420600
2000,521400
2000,521400
2000,751910
2000,419400
2000,419400
2000,830100
2000,953210
2000,215000
2000,418300
2000,950411
2000,950612
2000,950612
2000,950615
2000,950633
2000,950633
2000,950644
2000,111500
2000,111500
2000,419700
2000,524530
2000,728500
2000,627700
2000,1054114
2000,854910
2000,355111
2000,1050210
2000,950611
2000,950611
2000,950612
2000,950613
2000,950622
2000,950632
2000,950635
2000,950642
2000,419700
2000,521400
2000,523100
2000,134000
2000,419400
2000,453710
2000,522500
2000,1054115
2000,454510
2000,626700
2000,854910
2000,950611
2000,950612
2000,950613
2000,950613
2000,950615
2000,950615
2000,950632
2000,111500
2000,418800
2000,418200
2000,521400
2000,521700
2000,215800
2000,453710
2000,453720
2000,1054115
2000,625400
2000,626700
2000,626700
2000,854910
2000,950625
2000,625700
2000,552651
2000,213400
2000,626300
2000,1055320
2000,950623
2000,950633
2000,950642
2000,950643
2000,418800
2000,214200
2000,215800
2000,522300
2000,627700
2000,627700
2000,1054111
2000,854910
2000,355123
2000,950623
2000,950631
2000,950633
2000,112000
2000,420600
2000,521700
2000,452110
2000,625700
2000,728500
2000,728900
2000,454714
2000,1055350
2000,1050210
2000,1050210
2000,950411
2000,950612
2000,950613
2000,950614
2000,111500
2000,521400
2000,112600
2000,522300
2000,1054114
2000,316700
2000,454510
2000,950625
2000,950641
2000,420600
2000,751910
2000,352410
2000,111400
2000,134000
2000,552651
2000,552651
2000,552651
2000,453710
2000,1054114
2000,454714
2000,854910
2000,950611
2000,950625
2000,950633
2000,950642
2000,830500
2000,418800
2000,418200
2000,418400
2000,524530
2000,214200
2000,1054114
2000,317700
2000,625400
2000,950642
2000,950644
2000,551800
2000,419400
2000,213600
2000,626700
2000,1055330
2000,524200
2000,950633
2000,950642
2000,950644
2000,418800
2000,418100
2000,524500
2000,452110
2000,552651
2000,111700
2000,453710
2000,454510
2000,454711
2000,454712
2000,627400
2000,854910
2000,1055340
2000,418300
2000,950621
2000,950625
2000,950641
2000,524530
2000,751910
2000,830100
2000,728900
2000,627400
2000,1050210
2000,950625
2000,950635
2000,419000
2000,112900
2000,352410
2000,134000
2000,214200
2000,524700
2000,625400
2000,626600
2000,1055350
2000,935000
2000,950613
2000,950613
2000,950635
2000,830600
2000,112000
2000,552651
2000,552651
2000,552651
2000,626600
2000,317300
2000,653510
2000,524700
2000,1054116
2000,1054116
2000,625400
2000,626300
2000,854910
2000,1055320
2000,935000
2000,950623
2000,950631
2000,950631
2000,420600
2000,751910
2000,316700
2000,729300
2000,213100
2000,627100
2000,950632
2000,950633
2000,950641
2000,950641
2000,950642
2000,950642
2000,552651
2000,216000
2000,1054113
2000,1054114
2000,1055340
2000,523300
2000,950411
2000,950622
2000,950632
2000,950632
2000,950633
2000,950643
2000,950643
2000,830600
2000,751910
2000,751910
2000,625700
2000,626000
2000,627410
2000,854910
2000,854910
2000,1050210
2000,950614
2000,950615
2000,418100
2000,452110
2000,625700
2000,625700
2000,625700
2000,352440
2000,134000
2000,134000
2000,729300
2000,111700
2000,214200
2000,215000
2000,317000
2000,854910
2000,355111
2000,523300
2000,523400
2000,935000
2000,950411
2000,950612
2000,950612
2000,950632
2000,950641
2000,134000
2000,453710
2000,522300
2000,1054113
2000,257260
2000,625400
2000,521100
2000,950614
2000,950641
2000,950642
2000,111500
2000,419700
2000,420600
2000,352440
2000,552651
2000,522000
2000,454510
2000,626300
2000,626600
2000,1055320
2000,950411
2000,950641
2000,950643
2000,951510
2000,216000
2000,522300
2000,627700
2000,627400
2000,418300
2000,950625
2000,728500
2000,950621
2000,950623
2000,522000
2000,950612
2000,950613
2000,950632
2000,950635
2000,950642
2000,950642
2000,150900
2000,625700
2000,419400
2000,830300
2000,316700
2000,626300
2000,1055350
2000,950411
2000,950621
2000,950622
2000,950623
2000,950625
2000,950632
2000,950641
2000,950643
2000,950644
2000,419700
2000,418200
2000,524530
2000,552651
2000,419400
2000,111700
2000,1054111
2000,626600
2000,626600
2000,854910
2000,418300
2000,950612
2000,950612
2000,950613
2000,950621
2000,950632
2000,950642
2000,111500
2000,419700
2000,524500
2000,352450
2000,653510
2000,215000
2000,830300
2000,522000
2000,950631
2000,950635
2000,950642
2000,950644
2000,950645
2000,1054114
2000,626300
2000,854910
2000,355112
2000,950622
2000,950644
2000,111500
2000,950635
2000,729700
2000,522300
2000,454510
2000,950621
2000,950625
2000,950631
2000,950631
2000,950632
2000,950642
2000,420600
2000,111400
2000,729300
2000,213400
2000,214500
2000,453720
2000,1054112
2000,854910
2000,523300
2000,627100
2000,950625
2000,950642
2000,950643
2000,950644
2000,950662
2000,111500
2000,751910
2000,111400
2000,257230
2000,854910
2000,950611
2000,950612
2000,950622
2000,950633
2000,950642
2000,420600
2000,521400
2000,521700
2000,134000
2000,216000
2000,454510
2000,1032300
2000,950411
2000,950642
2000,950642
2000,950643
2000,950662
2000,111500
2000,551800
2000,729700
2000,627700
2000,627700
2000,317500
2000,950622
2000,950645
2000,950645
2000,521400
2000,216000
2000,453710
2000,317000
2000,454713
2000,626600
2000,1055340
2000,950615
2000,950625
2000,950633
2000,950644
2000,418100
2000,523100
2000,317500
2000,257210
2000,625400
2000,627100
2000,625700
2000,352400
2000,418300
2000,418600
2000,950622
2000,950625
2000,950632
2000,950642
2000,950645
2000,551800
2000,751910
2000,552651
2000,419400
2000,215600
2000,316700
2000,523400
2000,950623
2000,950631
2000,950642
2000,950645
2000,521400
2000,552651
2000,214200
2000,214500
2000,1054111
2000,1054113
2000,1055360
2000,950613
2000,950621
2000,950622
2000,950622
2000,950631
2000,950632
2000,950644
2000,521700
2000,552651
2000,728900
2000,626300
2000,626300
2000,854910
2000,418300
2000,950613
2000,950621
2000,950622
2000,950625
2000,950633
2000,950635
2000,950641
2000,950642
2000,950644
2000,729700
2000,352430
2000,453710
2000,626600
2000,950622
2000,950622
2000,418800
2000,521400
2000,524530
2000,729700
2000,352410
2000,214200
2000,830300
2000,830300
2000,522000
2000,316700
2000,316700
2000,626700
2000,950411
2000,950641
2000,418100
2000,352450
2000,522000
2000,950613
2000,950621
2000,213900
2000,950611
2000,950614
2000,950615
2000,950615
2000,950621
2000,950622
2000,950623
2000,950642
2000,418800
2000,352430
2000,111400
2000,728500
2000,453720
2000,1054113
2000,854910
2000,523900
2000,418300
2000,950614
2000,950643
2000,521400
2000,352450
2000,552651
2000,419400
2000,522000
2000,454510
2000,626700
2000,636900
2000,854910
2000,854910
2000,950622
2000,950623
2000,950625
2000,950631
2000,950633
2000,950645
2000,452110
2000,625700
2000,111100
2000,111700
2000,213900
2000,522000
2000,522000
2000,626000
2000,636900
2000,155010
2000,950623
2000,950632
2000,950632
2000,950635
2000,950642
2000,950642
2000,950645
2000,950645
2000,950662
2000,524530
2000,524530
2000,452110
2000,625700
2000,728500
2000,625400
2000,854910
2000,1055320
2000,950613
2000,950625
2000,950632
2000,950642
2000,950643
2000,950644
2000,418100
2000,418400
2000,751910
2000,522500
2000,1054111
2000,1054114
2000,1054115
2000,215300
2000,854910
2000,854910
2000,950615
2000,352430
2000,111700
2000,454712
2000,950635
2000,150900
2000,420600
2000,352470
2000,214200
2000,950622
2000,950622
2000,950622
2000,950623
2000,950625
2000,950642
2000,950645
2000,418400
2000,552651
2000,111700
2000,213100
2000,317500
2000,626700
2000,1032300
2000,950612
2000,950613
2000,950613
2000,950613
2000,950621
2000,950632
2000,950644
2000,420600
2000,625700
2000,729300
2000,728900
2000,953220
2000,111700
2000,213900
2000,453710
2000,522000
2000,1054114
2000,627410
2000,155010
2000,1055360
2000,418300
2000,950622
2000,950625
2000,950625
2000,950632
2000,950633
2000,950633
2000,950635
2000,950641
2000,950642
2000,950642
2000,352430
2000,214700
2000,522000
2000,522000
2000,522500
2000,1054112
2000,1054115
2000,1054191
2000,112300
2000,625400
2000,854910
2000,854910
2000,1055320
2000,1055320
2000,950613
2000,950614
2000,950631
2000,950644
2000,111500
2000,418800
2000,418100
2000,418200
2000,1054114
2000,336000
2000,625400
2000,950612
2000,950613
2000,950613
2000,950615
2000,950623
2000,950625
2000,950625
2000,950632
2000,950632
2000,950642
2000,950644
2000,111500
2000,552651
2000,728900
2000,1054112
2000,420100
2000,625400
2000,626300
2000,854910
2000,523900
2000,950631
2000,950631
2000,950633
2000,521700
2000,751910
2000,953210
2000,214200
2000,626700
2000,523300
2000,950621
2000,950631
2000,418800
2000,728900
2000,454510
2000,950411
2000,950633
2000,950641
2000,950642
2000,419400
2000,625400
2000,950642
2000,213900
2000,1054112
2000,1054115
2000,625400
2000,854910
2000,935000
2000,950411
2000,950611
2000,950611
2000,950621
2000,950623
2000,112000
2000,317300
2000,524530
2000,751910
2000,729700
2000,625700
2000,352410
2000,352450
2000,728900
2000,953210
2000,1054113
2000,625400
2000,950611
2000,950622
2000,419700
2000,524200
2000,524200
2000,352410
2000,352460
2000,134000
2000,111700
2000,214500
2000,454712
2000,626300
2000,854910
2000,854910
2000,355114
2000,950615
2000,950625
2000,950631
2000,950631
2000,950633
2000,950641
2000,950642
2000,950642
2000,111500
2000,419700
2000,1032500
2000,521700
2000,452110
2000,552651
2000,1054111
2000,1054112
2000,454722
2000,625400
2000,950644
2000,950644
2000,522300
2000,627100
2000,950625
2000,950625
2000,950633
2000,111500
2000,552651
2000,453720
2000,636900
2000,854910
2000,950613
2000,950615
2000,950622
2000,950631
2000,950635
2000,950644
2000,316100
2000,352450
2000,552651
2000,552651
2000,419400
2000,214200
2000,215800
2000,453710
2000,522000
2000,524700
2000,317000
2000,950615
2000,950625
2000,950625
2000,950631
2000,950633
2000,950642
2000,950643
2000,950643
2000,552651
2000,552651
2000,552651
2000,552651
2000,552651
2000,728900
2000,214700
2000,216000
2000,1054111
2000,1054115
2000,625400
2000,626300
2000,854910
2000,854910
2000,950621
2000,950621
2000,950625
2000,950633
2000,950644
2000,830600
2000,418100
2000,352430
2000,552651
2000,552651
2000,419400
2000,953210
2000,1054111
2000,1054115
2000,1054116
2000,257210
2000,1055350
2000,627100
2000,950615
2000,950622
2000,950622
2000,950622
2000,950623
2000,950625
2000,950625
2000,950632
2000,950642
2000,950643
2000,418100
2000,951510
2000,729300
2000,1054114
2000,625400
2000,626600
2000,626700
2000,950625
2000,950632
2000,950633
2000,950645
2000,524200
2000,253650
2000,1054116
2000,950645
2000,419400
2000,950614
2000,950641
2000,950662
2000,111500
2000,418800
2000,418800
2000,418100
2000,521400
2000,521400
2000,521400
2000,521700
2000,112900
2000,552651
2000,728900
2000,213400
2000,253650
2000,453730
2000,1054112
2000,1054115
2000,454510
2000,454713
2000,625400
2000,626300
2000,636900
2000,935000
2000,950411
2000,950613
2000,950613
2000,950633
2000,950642
2000,950644
2000,418100
2000,625700
2000,112900
2000,134000
2000,111700
2000,213100
2000,522000
2000,1054111
2000,1054111
2000,1054112
2000,1054114
2000,626300
2000,854910
2000,854910
2000,523300
2000,950641
2000,950641
2000,830500
2000,830600
2000,420600
2000,521700
2000,352440
2000,418600
2000,950611
2000,950633
2000,950642
2000,950644
2000,111500
2000,751910
2000,552651
2000,419400
2000,728500
2000,1054114
2000,317500
2000,854910
2000,355114
2000,418600
2000,950411
2000,950613
2000,950623
2000,950625
2000,950641
2000,950641
2000,950641
2000,950644
2000,950644
2000,950645
2000,521700
2000,751910
2000,452110
2000,352430
2000,213100
2000,627700
2000,1054115
2000,626300
2000,626600
2000,950625
2000,352440
2000,111400
2000,953220
2000,1054112
2000,636900
2000,950633
2000,950633
2000,950644
2000,213400
2000,1054115
2000,950611
2000,950613
2000,950615
2000,950615
2000,950627
2000,950632
2000,950632
2000,950633
2000,950641
2000,111500
2000,111400
2000,728900
2000,453730
2000,317000
2000,317500
2000,626300
2000,626300
2000,626600
2000,950411
2000,950613
2000,950622
2000,950633
2000,950641
2000,950642
2000,420600
2000,524200
2000,452110
2000,728900
2000,524700
2000,112300
2000,854910
2000,355114
2000,1055350
2000,523300
2000,523900
2000,950411
2000,950611
2000,950612
2000,950613
2000,950621
2000,950625
2000,950633
2000,950642
2000,950662
2000,418800
2000,418800
2000,751910
2000,552651
2000,111700
2000,627700
2000,1054115
2000,625400
2000,854910
2000,523400
2000,627100
2000,950631
2000,950633
2000,950643
2000,950645
2000,830500
2000,352440
2000,552651
2000,215000
2000,215000
2000,453710
2000,453720
2000,522500
2000,1054111
2000,1054114
2000,1054114
2000,1054116
2000,1054116
2000,625400
2000,950615
2000,950615
2000,950641
2000,418800
2000,1032500
2000,524500
2000,751910
2000,452110
2000,134000
2000,453720
2000,1054116
2000,626600
2000,950632
2000,950641
2000,950641
2000,950644
2000,950645
2000,950645
2000,112000
2000,524500
2000,626700
2000,627410
2000,854910
2000,950612
2000,950631
2000,1050210
2000,950614
2000,950622
2000,950627
2000,950632
2000,950635
2000,950641
2000,950641
2000,950641
2000,950644
2000,830600
2000,418100
2000,352440
2000,352450
2000,552651
2000,728500
2000,453710
2000,830300
2000,830300
2000,830300
2000,522000
2000,627700
2000,1054111
2000,317500
2000,317700
2000,454510
2000,626300
2000,950621
2000,950621
2000,950622
2000,950633
2000,950641
2000,950644
2000,418100
2000,521700
2000,111400
2000,552651
2000,552651
2000,552651
2000,728500
2000,728900
2000,214200
2000,215800
2000,522500
2000,627400
2000,854910
2000,950645
2000,950645
2000,352410
2000,522000
2000,1054114
2000,626600
2000,155010
2000,523400
2000,523400
2000,950411
2000,950611
2000,950613
2000,950625
2000,950633
2000,950642
2000,950642
2000,950644
2000,950644
2000,950644
2000,950645
2000,418400
2000,521400
2000,522000
2000,522300
2000,854910
2000,854910
2000,854910
2000,950411
2000,950615
2000,950623
2000,950625
2000,950635
2000,950641
2000,950642
2000,950642
2000,418800
2000,524530
2000,419400
2000,213900
2000,1054115
2000,317000
2000,950411
2000,950611
2000,950622
2000,950625
2000,950642
2000,551800
2000,626000
2000,316400
2000,627100
2000,522000
2000,627700
2000,950612
2000,950615
2000,950615
2000,950615
2000,950621
2000,950625
2000,950625
2000,950631
2000,950633
2000,950642
2000,950644
2000,950645
2000,950645
2000,524500
2000,751910
2000,352430
2000,213900
2000,453710
2000,522000
2000,522000
2000,522300
2000,522300
2000,1054111
2000,355114
2000,627100
2000,950611
2000,950613
2000,950621
2000,950622
2000,950631
2000,950635
2000,950642
2000,950642
2000,950643
2000,950643
2000,316100
2000,352460
2000,111400
2000,552651
2000,552651
2000,111700
2000,830300
2000,522000
2000,522500
2000,626000
2000,1055350
2000,950611
2000,950625
2000,950631
2000,950632
2000,950632
2000,950635
2000,950644
2000,418800
2000,420600
2000,352440
2000,111400
2000,134000
2000,728500
2000,216000
2000,1054114
2000,625400
2000,625400
2000,316300
2000,523400
2000,855610
2000,950411
2000,950612
2000,950613
2000,950613
2000,950614
2000,950632
2000,950633
2000,950641
2000,950642
2000,418800
2000,951510
2000,521700
2000,452110
2000,625700
2000,552651
2000,728900
2000,215000
2000,216000
2000,454510
2000,625400
2000,523400
2000,950615
2000,950623
2000,950631
2000,950642
2000,950645
2000,111500
2000,352430
2000,552651
2000,552651
2000,830100
2000,453730
2000,626300
2000,950622
2000,950633
2000,552651
2000,552700
2000,522000
2000,418500
2000,316400
2000,950645
2000,352430
2000,626300
2000,521100
2000,950613
2000,950621
2000,950631
2000,950641
2000,950642
2000,950642
2000,950645
2000,830600
2000,751910
2000,552651
2000,1054111
2000,625400
2000,626300
2000,854910
2000,950613
2000,950615
2000,950621
2000,950631
2000,950645
2000,111500
2000,317300
2000,352440
2000,111400
2000,112600
2000,552623
2000,552651
2000,830100
2000,111700
2000,1054112
2000,1054116
2000,1055360
2000,523400
2000,1050210
2000,950411
2000,950621
2000,950622
2000,950633
2000,950633
2000,950642
2000,950643
2000,418100
2000,524200
2000,729700
2000,352430
2000,352430
2000,352430
2000,352440
2000,552651
2000,213900
2000,215600
2000,257260
2000,420100
2000,626600
2000,355110
2000,1055360
2000,316400
2000,950411
2000,950625
2000,950632
2000,950641
2000,950645
2000,830500
2000,418800
2000,420600
2000,418100
2000,418400
2000,751910
2000,751910
2000,625700
2000,352410
2000,352450
2000,729300
2000,728900
2000,522300
2000,522300
2000,854910
2000,854910
2000,935000
2000,950613
2000,950621
2000,950632
2000,950635
2000,950635
2000,950635
2000,950635
2000,950644
2000,950644
2000,418100
2000,524200
2000,751910
2000,552651
2000,213400
2000,453730
2000,627700
2000,1054113
2000,626300
2000,627400
2000,950642
2000,950642
2000,215800
2000,1054113
2000,317000
2000,950633
2000,420600
2000,418400
2000,316100
2000,950612
2000,950622
2000,950632
2000,950641
2000,950642
2000,950642
2000,352460
2000,830300
2000,627700
2000,1054116
2000,454712
2000,854910
2000,418300
2000,950411
2000,950611
2000,950632
2000,950641
2000,950642
2000,950645
2000,524530
2000,751910
2000,552651
2000,111700
2000,214700
2000,522000
2000,854910
2000,854910
2000,355111
2000,523900
2000,950411
2000,950613
2000,950622
2000,950631
2000,950632
2000,950635
2000,950635
2000,950643
2000,950643
2000,950644
2000,521700
2000,521700
2000,352440
2000,352440
2000,854910
2000,950411
2000,950613
2000,950615
2000,950623
2000,950642
2000,950644
2000,352430
2000,111400
2000,453710
2000,522000
2000,627700
2000,454510
2000,636900
2000,418300
2000,1050210
2000,950613
2000,950613
2000,950625
2000,950625
2000,950633
2000,950641
2000,950641
2000,418800
2000,452110
2000,728900
2000,111700
2000,453710
2000,1054115
2000,257250
2000,454510
2000,523300
2000,552651
2000,216000
2000,636900
2000,355112
2000,830500
2000,352440
2000,213900
2000,215000
2000,625400
2000,950411
2000,950621
2000,950622
2000,950622
2000,950635
2000,830500
2000,352430
2000,729300
2000,522500
2000,626700
2000,950621
2000,950625
2000,950631
2000,950644
2000,830500
2000,111500
2000,317300
2000,419400
2000,111700
2000,213100
2000,213100
2000,522500
2000,317000
2000,625400
2000,626600
2000,626700
2000,854910
2000,1055350
2000,950623
2000,950625
2000,950632
2000,950633
2000,950643
2000,552700
2000,854910
2000,355114
2000,1055350
2000,950411
2000,950623
2000,950631
2000,950635
2000,950642
2000,950643
2000,213900
2000,213900
2000,653510
2000,213100
2000,453710
2000,1054115
2000,626300
2000,854910
2000,1032300
2000,950633
2000,950633
2000,950637
2000,950644
2000,950644
2000,522300
2000,1054115
2000,454510
2000,454510
2000,626600
2000,627400
2000,636900
2000,854910
2000,1055350
2000,523900
2000,950612
2000,950623
2000,751910
2000,729300
2000,522000
2000,950632
2000,950644
2000,1055350
2000,854910
2000,854910
2000,950621
2000,950623
2000,950643
2000,950644
2000,551800
2000,751910
2000,729700
2000,953210
2000,214200
2000,316700
2000,454510
2000,626700
2000,627400
2000,523400
2000,950613
2000,950615
2000,950615
2000,950621
2000,950622
2000,950622
2000,950623
2000,950624
2000,950631
2000,950642
2000,950642
2000,950644
2000,950645
2000,830500
2000,112000
2000,418200
2000,625700
2000,522500
2000,1054114
2000,454510
2000,454712
2000,1055320
2000,950411
2000,950614
2000,950623
2000,950625
2000,950631
2000,950633
2000,950633
2000,950641
2000,950645
2000,830500
2000,418400
2000,552651
2000,728500
2000,213900
2000,1054196
2000,454510
2000,950411
2000,950621
2000,950631
2000,950632
2000,950633
2000,950642
2000,950642
2000,950642
2000,950643
2000,112000
2000,524530
2000,215800
2000,453710
2000,522500
2000,626700
2000,950631
2000,950642
2000,950645
2000,830600
2000,452110
2000,1055320
2000,950632
2000,420600
2000,751910
2000,950411
2000,950621
2000,950625
2000,950633
2000,950644
2000,830500
2000,111500
2000,418800
2000,420600
2000,418100
2000,729700
2000,419400
2000,453710
2000,1054111
2000,1054112
2000,626300
2000,355111
2000,355114
2000,950611
2000,950612
2000,950622
2000,950631
2000,950633
2000,950641
2000,524200
2000,729700
2000,214200
2000,453710
2000,453710
2000,1054111
2000,454510
2000,626600
2000,626700
2000,854910
2000,1055360
2000,418300
2000,627100
2000,950632
2000,111500
2000,112600
2000,552700
2000,214200
2000,214200
2000,522300
2000,1054116
2000,317900
2000,1055320
2000,950611
2000,950612
2000,950625
2000,950625
2000,950631
2000,950644
2000,419700
2000,352450
2000,454510
2000,625400
2000,626700
2000,950615
2000,950644
2000,521700
2000,524500
2000,522500
2000,1054111
2000,1054116
2000,854910
2000,523400
2000,950611
2000,751910
2000,134000
2000,552651
2000,213900
2000,626000
2000,626600
2000,950622
2000,950631
2000,950643
2000,524530
2000,1054114
2000,317900
2000,950615
2000,950621
2000,950631
2000,950633
2000,950633
2000,950641
2000,950641
2000,950642
2000,950642
2000,950645
2000,112000
2000,111400
2000,111400
2000,552652
2000,317000
2000,854910
2000,854910
2000,950411
2000,950611
2000,950614
2000,950631
2000,950631
2000,830600
2000,112000
2000,111400
2000,214200
2000,1054113
2000,1054115
2000,317700
2000,625400
2000,626300
2000,626600
2000,854910
2000,854910
2000,355123
2000,935000
2000,950612
2000,950612
2000,950615
2000,950631
2000,950632
2000,950635
2000,950641
2000,950642
2000,950644
2000,418800
2000,625700
2000,352450
2000,419400
2000,953210
2000,111700
2000,215000
2000,215000
2000,950411
2000,950614
2000,950615
2000,950622
2000,950623
2000,950635
2000,950642
2000,950642
2000,950645
2000,950645
2000,950645
2000,112000
2000,521400
2000,112900
2000,352410
2000,352440
2000,552651
2000,729300
2000,214200
2000,1054114
2000,317700
2000,626600
2000,626700
2000,523900
2000,950613
2000,950621
2000,950621
2000,950625
2000,950631
2000,950632
2000,950642
2000,950643
2000,950644
2000,524530
2000,552651
2000,214200
2000,214200
2000,1054113
2000,625400
2000,950625
2000,950642
2000,418100
2000,729700
2000,1054116
2000,625400
2000,626000
2000,636900
2000,950411
2000,950623
2000,950633
2000,950643
2000,830500
2000,112000
2000,625700
2000,352440
2000,728900
2000,111700
2000,213100
2000,213100
2000,522500
2000,522500
2000,627700
2000,1054111
2000,454510
2000,1055320
2000,950612
2000,950613
2000,950615
2000,950625
2000,950633
2000,352420
2000,953220
2000,522500
2000,627700
2000,1054114
2000,625400
2000,950622
2000,950622
2000,950631
2000,420600
2000,951510
2000,729300
2000,453710
2000,453730
2000,522000
2000,454510
2000,454510
2000,950611
2000,950622
2000,950625
2000,950632
2000,950633
2000,950633
2000,418800
2000,418800
2000,418800
2000,111400
2000,134000
2000,552651
2000,552651
2000,454510
2000,454712
2000,950622
2000,950632
2000,950644
2000,950644
2000,420600
2000,418200
2000,524500
2000,625700
2000,134000
2000,213900
2000,214200
2000,522500
2000,1054114
2000,627400
2000,1055320
2000,1055340
2000,950632
2000,418800
2000,1055350
2000,1050210
2000,950612
2000,950644
2000,552651
2000,418300
2000,627100
2000,950613
2000,950631
2000,950633
2000,950633
2000,950641
2000,751910
2000,419400
2000,419400
2000,728500
2000,729300
2000,111700
2000,1054114
2000,454711
2000,854910
2000,316400
2000,950632
2000,950633
2000,950642
2000,950644
2000,418800
2000,418100
2000,551800
2000,751910
2000,625700
2000,625700
2000,352440
2000,728900
2000,111700
2000,214200
2000,453710
2000,522300
2000,317500
2000,523400
2000,950611
2000,950633
2000,418800
2000,452110
2000,134000
2000,552651
2000,214500
2000,216000
2000,1050210
2000,950622
2000,950625
2000,950633
2000,950633
2000,950642
2000,950645
2000,111500
2000,112000
2000,552651
2000,111700
2000,213900
2000,214200
2000,522000
2000,627700
2000,1054111
2000,454712
2000,854910
2000,1055320
2000,950625
2000,950642
2000,950645
2000,950651
2000,418800
2000,751910
2000,552700
2000,830100
2000,454510
2000,626700
2000,627410
2000,418800
2000,521700
2000,522000
2000,1050210
2000,352410
2000,316400
2000,1050210
2000,950613
2000,950613
2000,950621
2000,950623
2000,950631
2000,950633
2000,950635
2000,950644
2000,420600
2000,352430
2000,352450
2000,352460
2000,728500
2000,728900
2000,522300
2000,524700
2000,1054111
2000,418500
2000,454510
2000,626300
2000,854910
2000,950612
2000,950631
2000,950633
2000,950642
2000,950644
2000,418800
2000,1032500
2000,729300
2000,523300
2000,523900
2000,418300
2000,950642
2000,751910
2000,751910
2000,552651
2000,552651
2000,552700
2000,419400
2000,419400
2000,728500
2000,111700
2000,214200
2000,215800
2000,522000
2000,1054193
2000,627400
2000,854910
2000,418300
2000,950614
2000,950643
2000,950645
2000,420600
2000,524200
2000,552700
2000,419400
2000,728500
2000,214200
2000,522300
2000,155010
2000,950643
2000,950644
2000,950644
2000,521400
2000,352440
2000,552651
2000,552700
2000,213900
2000,215000
2000,453710
2000,453710
2000,524700
2000,454510
2000,454510
2000,454712
2000,854910
2000,950614
2000,950623
2000,950631
2000,418200
2000,625700
2000,729300
2000,454510
2000,626700
2000,355114
2000,729700
2000,317500
2000,454510
2000,626300
2000,626600
2000,950411
2000,950633
2000,950642
2000,830500
2000,521400
2000,134000
2000,830300
2000,830300
2000,1054114
2000,316700
2000,454510
2000,355110
2000,355112
2000,418300
2000,950621
2000,950633
2000,950633
2000,950635
2000,950635
2000,352430
2000,112600
2000,552651
2000,830100
2000,214200
2000,626300
2000,854910
2000,854910
2000,854910
2000,627100
2000,950611
2000,950622
2000,950625
2000,950633
2000,950635
2000,950642
2000,950642
2000,950662
2000,524530
2000,625700
2000,552700
2000,627700
2000,1054111
2000,1054111
2000,454732
2000,625400
2000,627400
2000,950613
2000,950614
2000,950621
2000,950632
2000,950642
2000,950645
2000,950645
2000,751910
2000,316100
2000,419400
2000,214200
2000,1054112
2000,1054112
2000,636900
2000,854910
2000,950625
2000,950631
2000,950633
2000,950641
2000,352440
2000,134000
2000,214500
2000,627700
2000,854910
2000,155010
2000,355118
2000,1055360
2000,950635
2000,950644
2000,950645
2000,636900
2000,317500
2000,626300
2000,950631
2000,950635
2000,950641
2000,950641
2000,830500
2000,418800
2000,134000
2000,728900
2000,1054113
2000,626700
2000,935000
2000,950614
2000,950622
2000,950632
2000,950633
2000,950633
2000,950641
2000,950644
2000,950662
